Pokedex_number,ImageLocation,Caption
915,dataset/images/915.png,"Lechonk is a stout Pokémon resembling a hog. Its body is almost entirely grayish black, except for the brown colorations on its face and ears, and the yellow growths under its eyes that resemble teardrops. Its ears are droopy with yellow insides, and they partially cover its eyes. It has a triangular pink snout with two huge oval nostrils as well as stubby feet ending in pink hooves. Its tail is short and curled.
"
916,dataset/images/916.png,"Oinkologne is a quadrupedal Pokémon resembling a hog, with differing physiques between the male and the female. Generally speaking, Oinkologne has a large, stout build with a smooth, glossy coat. It has yellow growths underneath its eyes that resemble eyelashes, droopy triangular ears with yellow insides, a triangular snout, and a long, thin tail that curls counter-clockwise. It has well-developed leg muscles, which allow it to leap to a height of over 16 feet (5 meters). Both genders of Oinkologne have pink colorations on their eyelids, snouts, cloven hooves, and the tips of their tails, although the pink colorations on the male is more saturated than that of the female. The male also has a larger left ear and a shorter right ear, and vice versa for the female.
"
917,dataset/images/917.png,"Tarountula is a lime-green arachnid Pokémon whose body is wrapped in a ball of white threads that it secretes from its rear. Its face has white patterns that flank its two eyes on either side, as well as two pairs of protrusions resembling chelicerae and pedipalps, which hides a tiny mouth on the bottom of its head. It has eight spindly legs tipped with a dark green color on the ends. Its abdomen can be seen when it willingly ejects its ball of white threads.
"
918,dataset/images/918.png,"Spidops is an arachnoid Pokémon resembling a net-casting spider. It has eight long, slender, cylindrical legs, bunched together into pairs to evoke a humanoid stance. All eight feet possess white circular ports that serve as spinnerets, which Spidops can use to string silk tripwires and nets. Spidops can alternate at will between separating its legs or clustering them together for a quadrupedal crawl. These pairs of legs converge upon spherical joints nestled within the sides of its body, two positioned like shoulders near its head and two beside the ring-shaped intersection dividing its chest and abdomen.
"
919,dataset/images/919.png,"Nymble is a gray, oblong, insectoid Pokémon resembling a grasshopper, with dark gray colorations on its face, back, and legs. Its head has two stubby semicircular antennae, a circle on its snout resembling a mouth or nose, and yellow compound eyes shaped like rounded crosses, complete with cross-shaped black pupils. Its body is divided by lines into multiple segments, and it has an X-shaped pattern on its underside. It has six legs: two pairs of legs are located on the sides of its body, and each of the forelimbs is dark gray and contains a single claw. The third pair of legs is located above its body and is much larger; they are oblong in shape and solid dark gray in color, with light gray ring patterns over the joints. Nymble usually keeps its third set of legs folded up.
"
920,dataset/images/920.png,"Lokix is a bipedal, insectoid Pokémon which resembles a locust. It is primarily dark gray, with glossy black colorations on the head, thorax, lower abdomen, forearms, lower legs, and third set of legs. Its face is covered in a mask-like plate, and contains a pair of black triangular antennae with two white stripes on top, along with orange triangular eyes and a triangular notch on its chin. Its thorax and abdomen are separated by a white belt, with an X-shaped pattern at the front. It has a pair of white claws on each of its hands, and a single claw on each foot. Its forearms have an orange spike each, while its calves have two orange spikes protruding towards the back.
"
921,dataset/images/921.png,"Pawmi is a small, quadrupedal, rodent-like Pokémon that has a body that is almost entirely orange, with cream colorations on its lower forelimbs, snout, and tail, and green on the insides of its ears. It has beady brown eyes and a tiny nose. Its forelimbs are considerably large, and it has a tuft of fur on top of its head. Pawmi can stand on its hind legs, but barely.
"
922,dataset/images/922.png,"Pawmo is a stout, bipedal, rodent-like Pokémon. Compared to Pawmi and Pawmot, its fur is almost entirely light orange, with tan colorations on its forepaws, snout, and long, fluffy tail, and green on the insides of its ears. Its face has beady brown eyes, a tiny nose, and yellow electric sacs on its cheeks. It has tufts of fur on its forehead and near its ears. Pawmo has five fingers on its forelimbs which are considerably large, and stretches down to its tiny feet. Pawmo's forepaws contain yellow pads that turn teal-blue when releasing electricity. It uses these paw pads for its signature fighting technique, where it simultaneously strikes and zaps foes with its forepaws. Pawmo are known to travel in groups. When attacked, Pawmo will be the first to fight back, defeating foes with its electricity. As mentioned in Pokémon Sleep, Pawmo will sometimes maintain its characteristic battle stance while sleeping, possibly because it is dreaming of training its fighting moves.

"
923,dataset/images/923.png,"Pawmot is a stout, bipedal, rodent-like Pokémon that has a body that is almost entirely orange, with tan colorations on its forepaws, snout, and long, fluffy tail, and green on the insides of its ears. Its face has beady brown eyes, a tiny nose, and yellow electric sacs on its cheeks. It has shaggy tufts of fur on its forehead and near its ears, as well as on its neck which forms a collar. Pawmot has five fingers on its considerably large forelimbs, which stretch down to its tiny feet. The colorations on its forelimbs create a zigzag pattern. It has yellow pads on its forepaws which turn teal-blue when it uses electric attacks.
"
924,dataset/images/924.png,"Tandemaus is a Pokémon comprising two separate mouse-like rodent Pokémon which work together as one, much like Exeggcute or Falinks. Each individual is small, white, and bipedal, and has a spherical head with large ears and stubby limbs with large paws. Each one also has two black beady eyes, a tiny black nose with short whiskers, and a long tail which curls up and ends with a bulbous tip. One of the pair has a light-gray patch of fur surrounding its chest which resembles a shirt, while the other has a light-gray patch of fur surrounding its legs, which resembles a pair of pants. When they open their mouths, which take up over half of their faces when fully open, a single upper incisor can be seen on the insides of each one.
"
925,dataset/images/925.png,"Maushold is a group of three or four separate mouse-like rodent Pokémon which work together as one, similar to Exeggcute, Falinks, or its pre-evolved form Tandemaus. Each individual is small, white, and bipedal, and has a spherical head with large ears and stubby limbs that have large paws. Each one also has two black beady eyes, a tiny black nose with short whiskers, and a long tail which curls up and ends with a bulbous tip. When they open their mouths, which take up over half of their faces when fully open, a single upper incisor can be seen on the insides of each one.
"
926,dataset/images/926.png,"Fidough is a small canine Pokémon with a large head and stubby legs. The head contains small, black beady eyes with rounded eyebrow-like growths on top; a snout with a rounded triangular nose and a tiny mouth; and rounded ears that resemble pastries or bread buns. Fidough has a large dewlap on its neck, on which it is able to rest its head while sleeping. Its back has multiple protrusions that resemble a braid, and its tail is composed of two bulbous segments. Its fur is off-white in coloration, with yellow accents on the top of its head, its eyebrows, the insides of its ears, around its neck, and on its tail.
Fidough's smooth, moist skin is firm yet soft to the touch, and has elastic qualities; when agitated, Fidough will puff itself up to appear larger, in an attempt to intimidate its opponents. Fidough's breath contains yeast and is used to ferment things. Fidough has long been considered a companion for humanity, because its yeast is useful for cooking.[1]
"
927,dataset/images/927.png,"Dachsbun is a stout, canine Pokémon with an elongated body. Its fur is mostly brown, with various shades of lighter and darker brown on its head, snout, ears, neck, back, tail, and paws, along with a yellow underbelly. It has black beady eyes with two small eyebrow-like protrusions above them, and a long snout with a small, dark triangular nose. Its ears, together with the dewlap around its neck, resemble bread rolls. On its back is a series of protuberances that resemble a braid, and its tail is circular and somewhat flattened. It has shaggy tufts of yellow fur on its neck and the tip of its tail, and its feet have pale yellow paw pads and three yellow claws each.
"
928,dataset/images/928.png,"Smoliv is a small Pokémon resembling an olive. It has a round green body with two stubby legs. It has beady black eyes with white pupils and a jagged mouth. A few leaves surround a yellow fruit with a hole on top of its body.
"
929,dataset/images/929.png,"Dolliv is a green plant Pokémon resembling a human wearing a dress. Its head is light green, with several leaves and two olive fruits on top. Its black beady eyes and mouth are relatively small compared to its head. It has a collar-like shape below its head, and its body flares out into multiple parts at the bottom, hiding its thin, light green legs. It has two long leaves for arms.
"
930,dataset/images/930.png,"Arboliva is a Pokémon resembling a small olive tree. Its body is white on top, and brown and woody at the bottom. Its head is oval and contains thin, slanted, purple eyes that appear closed. The top of Arboliva's head and its neck are covered with leaves, and two large leavy branches protrude from either side of its upper body. These branches can be bent above Arboliva's head to resemble a wreath. There are three purplish olive fruits on each of these branches, for a total of six fruits. Arboliva's lower body flares out into multiple root-like portions, hiding what appears to be its thin legs at the center.
"
931,dataset/images/931.png,"Squawkabilly is an avian Pokémon resembling a parrot, with a large rounded yellow beak and lazy eyes. It has tan legs with feet shaped in a zygodactyl arrangement; i.e. two toes each on the front and back. Each toe is tipped with a yellow claw. Squawkabilly has a rounded, lumpy black crest on its head that resembles a pompadour, and white feathers on its eyelids, face, belly, and the tips of its wings. The rest of its feathers have different colorations depending on the form, which come in green, blue, yellow, and off-white. The feathers around the bottom of its body are notably longer, giving the appearance of a long coat.
"
932,dataset/images/932.png,"Nacli is a Pokémon composed of rock salt. Its upper body is rugged and brown, with an off-white stripe circling it, while its lower body is a white salt cube with rectangular orange-yellow eyes that can glow red. A white salt cube is embedded on the top half of its body as well.
"
933,dataset/images/933.png,"Naclstack is a quadrupedal Pokémon whose body is made of rock salt. Its cubic head is white with a few cracks and two eyes in the shape of right angles. Each of the eyes are orange in color with yellow squares at their centers, and they can glow an orange-red. The head is connected to Naclstack's body; the upper half of the body consists of a brown cuboid stone at the front and a rugged, dark brown rock dotted with salt at the back, while the lower body is a single white cuboid. Naclstack's body doesn't connect to its legs and floats in place relative to them. The legs themselves are cube-shaped, with light brown on top and white at the bottom. Each of the cubes have a small brown stone on one of their corners, which seem to act as claws for the Pokémon.
"
934,dataset/images/934.png,"Garganacl is a large, bipedal Pokémon primarily made up of rock salt and sedimentary rock. Its head has a rugged look and two eyes shaped like right angles. Each of the eyes are orange in color with yellow squares at their centers, and they can glow an orange-red. Garganacl's shoulders comprise tall three-stepped structures made up of blocks of white rock salt, below which its arms connect to. These stepped structures completely cover Garganacl's head from the sides. A taller block of salt is also present behind Garganacl's head.
"
935,dataset/images/935.png,"Charcadet is a humanoid Pokémon said to have been born from burnt charcoal. Its body is mostly black, except for its torso and extremities, which are red; and its head, which, apart from the face, is orange with red colorations on the top and back. The head is large and has a fire-like plume above it, tipped with pink and dark blue colors. Charcadet's forehead is covered with a black plate-like mask with three holes at the center that becomes dark red while it attacks, and its eyes have wisps emanating from its red-and-yellow pupils. Charcadet's head is connected to its body by a very tiny neck. Its torso resembles a tunic, with an orange protrusion at the front that seems to connect to its neck. Its hands and feet are cylindrical, and it has a fiery ""cape"" on its back. It has small, teardrop-shaped indents on its soles.
"
936,dataset/images/936.png,"Armarouge is a bipedal, humanoid Pokémon. Its body is primarily black, with red colorations on its cylindrical legs and hands, the latter resembling oven mitts. Its head is also red, with yellow sharp ""ears"" protruding from either side. The top of its head is yellow and has a fire burning on top, resembling the plume on a knight's helmet. Its face is covered with a black mask with three holes at the center, and its eyes have red irises and wisps emanating from its yellow pupils. Armarouge's torso and shoulders are covered in an old set of yellow and red armor, along with levitating large yellow pauldrons over its shoulders. 
"
937,dataset/images/937.png,"Ceruledge is a bipedal, humanoid Pokémon. Its body is primarily black, though some regions on its head, arms, and legs are dark blue. From each side of its head, a sharp pale blue protrusion extends outward, giving the impression of ears; from the back of its head, a blue and purple fire burns upward, resembling the plume on a knight's helmet. Its eyes have pink irises and wisps emanating from its white pupils. A plate with three pink indentations on its center covers its face. Instead of hands, Ceruledge wields purple-cyan blades created from both fire and ghost energy—specifically, the lingering regrets of the fallen. These blades can grow into great swords in battle, increasing Ceruledge's power in the process.[1] Almost all of Ceruledge's body is covered in an old set of purple and blue armor.
"
938,dataset/images/938.png,"Tadbulb is a small amphibian Pokémon with a spherical yellow head that takes up most of its body. This head has two white spots at the top and can emit light, and Tadbulb blinks it on and off to warn its allies. On the bottom of the head is Tadbulb's face, which is black with beady yellow eyes, a simple mouth with orange lips, and yellow circles on its cheeks. Tadbulb's head and tail are separated by copper-colored discs below the head. Tadbulb's tail is black with a U-shaped copper-colored pattern at the tip, and is used by Tadbulb to generate electricity by shaking it. 
"
939,dataset/images/939.png,"Bellibolt is a large, rotund, amphibian Pokémon. Its elastic and squishy body is primarily green in color, with orange patterns on its head, back, and lower body, along with small orange feet. The pattern on its head is shaped like a rounded cross, while the patterns on its lower body are chevron-shaped. The pattern on its back consists of two orange chevrons and a lightning bolt shape, surrounding an orange circle with a yellow dot at the center.
"
940,dataset/images/940.png,"Wattrel is a tiny avian Pokémon. Its feathers are mostly black, except for the grayish light-blue feathers covering its chest area, and the yellow covert feathers on its wings, as well as a yellow crescent-like marking on its face. Its head is nub-like and contains its fairly long orange beak, located just above the bottom of the crescent marking. Its eyes cover the tips of the crescent, which have white sclerae, black irises, and teal pupils. It has small webbed feet that are orange in color, and its tail splits into two.
"
941,dataset/images/941.png,"Kilowattrel is a large avian Pokémon. Its feathers are mostly black, with a grayish dark blue lower body, and yellow colorations on its wings, near its eyes, and on its neck. The latter contains Kilowattrel's throat sac, and has zig-zag patterns on the sides of the neck where the sac connects to. Kilowattrel's eyes have light blue irises and black pupils. Its long, hooked beak, along with its feet, are maroon in color. Each of its feet has three toes on the front and one on the back. Its thin, lengthy tail feathers are split into two.
"
942,dataset/images/942.png,"Maschiff is a brown, quadrupedal, canine Pokémon, with a dark gray snout and underside. It has a layer of thick fat under its skin that protects it from attacks. Its paws have four toes each. It has yellow tufts of fur on its head and back; the head fur makes the appearance of a crest. It also has a long, yellow, brushy tail. Its head has droopy triangular ears with yellow insides, and black beady eyes below two protuberances on its forehead that seemingly give it a constant anxious expression. Its snout contains a rounded triangular orange nose and a large mouth, with strong jaws and sharp fangs that can crush boulders.
"
943,dataset/images/943.png,"Mabosstiff is a large, canine Pokémon. Its coat is primarily gray, with blackish gray colorations on its underside, back, and around its face and eyes. It also has a stripe of light gray fur running down its spine. The stripe starts at its forehead, which forms the appearance of slicked back hair; and ends at its rear, forming a long, brushy tail. According to Arven, Mabosstiff is known to shed its fur frequently.
"
944,dataset/images/944.png,"Shroodle is a tiny shrew-like Pokémon with an almost hemispherical body, having a stubby tail and four small white feet with gray paw pads. Its fur is gray on top and white on the underside, except for its black head, which takes up about half of its body. Shroodle's head contains large, yellow-green eyes with tiny black pupils; small semicircular ears on the sides; a single tuft of blonde hair on top; and a long, bulbous snout at the front. The snout contains a pair of sharp upper incisors, coated in a purple poison that can cause paralysis.
"
945,dataset/images/945.png,"Grafaiai is a short primate Pokémon resembling a lemur — such as the aye-aye — or a loris. The top half of its body is mostly black and somewhat resembles a hoodie, while its forearms and the bottom half of its body are dark bluish-gray in color, with white stripes on its thighs and bushy tail, and two white toes on its feet. It has a white face with large ears, huge yellow-green eyes, purple eyelids, and a short snout with four nostrils and sharp incisors. It also has four tufts of blonde hair above its forehead. Grafaiai's most notable physical feature is its hands: they have three fingers each, with the middle finger being several times longer than the other two. These fingers are coated with Grafaiai's poisonous saliva, with the finger on its right hand always seen with two drops of the saliva hanging from it.
"
946,dataset/images/946.png,"Bramblin is a Pokémon that resembles a tumbleweed. It has small, rhombic, black, leaf-like eyes with thin red pupils that float inside its body, which itself comprises brownish yellow, jagged, thorny plant stalks that point up and curl slightly inward to form a spherical shape. The eyes don't blink and instead flip and rotate to express Bramblin's emotions. The stalks are held together by what appears to be the remnants of roots on the underside of its body.
"
947,dataset/images/947.png,"Brambleghast is a tumbleweed-like Pokémon that is similar to its pre-Evolution Bramblin, only larger and with more thorns. Most of the branches that compose its loose, spherical body are brownish yellow with light purple tips on top, while the base of its body and its center front branch are entirely dark brown.
"
948,dataset/images/948.png,"Toedscool is a Pokémon that is similar to a mushroom. It has a bulbous pink body with a yellow dot just above its eyes, and two larger yellow circles located further above on either side of its head. Toedscool has small pupils on its eyes and its lower body flares out into frayed flaps. These flaps sometimes fall off from its body, and have a chewy and delicious taste; as such, they are used in recipes such as pickles.
"
949,dataset/images/949.png,"Toedscruel is a large mushroom-like Pokémon whose physical appearance heavily resembles Tentacruel, although the two species are biologically unrelated.[1] Its upper body resembles a mushroom cap and is black in color, with three circular pink protrusions on top; one of these protrusions is much smaller than the others and sits in the front and center of the cap. The rim on Toedscruel's cap is beige in color and has multiple folds, and serves as a popular food item. Below Toedscruel's cap is its beige-colored lower body, which contains two slanted eyes, a black tube-like mouth with yellow lips, and ten tentacles resembling mycelium. The tentacles are beige on top and yellow at the bottom. 
"
950,dataset/images/950.png,"Klawf is a crustacean Pokémon. It is primarily orange in color, with a cream underbelly and pink cheeks that can glow red. Its stony, armored carapace has a rugged texture, with three roughly pentagonal shapes protruding from the top. Its eyes are supported by stalks extending from inside its shell; Klawf can rotate these eyes freely in any direction to survey its surroundings.[1] Klawf's mouth is large and has rectangular ""teeth"" resembling battlements. Klawf has eight appendages, with claws on its two front-most limbs. Black fur-like bristles protrude from between its eyes and cover its joints.
"
951,dataset/images/951.png,"Capsakid is a short, green, bipedal plant Pokémon with no arms and a very short, stubby tail. It has a four-leaved dark green collar on its neck. Its head has a white, round cap radially split into six at the rim. This cap resembles an egg shell or the calyx found on fruits, and has a small, bulbous green top. Its face has black eyes and an orange coloration on the tip of its beak-like mouth, which also contains a single front tooth on the upper jaw. Capsakid's front tooth falls out naturally, and is used as a spice in traditional Paldean cooking. Capsakid creates spicy chemicals inside its body by using energy from sunlight, which it uses to power its moves.
"
952,dataset/images/952.png,"Scovillain is a monstrous, bipedal Pokémon which resembles a pepper plant. It has a dark-green body and a leafy growth surrounding its neck which resembles a collar. Two leafy arms grow out of this growth. It has a short tail and its feet end in a clawed toe at each side. Its two pepper-like heads are attached to its body by stems. The red head on the right has an angry expression, while the light green head on the left appears more mischievous. Both heads have black eyes, stick their tongues out, and possess sharp fangs, the bottom pairs of which protrude below their lower jaws.
"
953,dataset/images/953.png,"Rellor is a small, brown, beetle-like Pokémon. It has four horn-like protrusions on its head, and its face is pink with lazy eyes, a bulbous nose, and black curved stripes over and under it that resemble a unibrow and a chinstrap beard. Its abdomen has a rounded yellow pattern, and it has four long limbs, each tipped with two claws. On its back is a random pattern of beige stripes resembling a maze.
"
954,dataset/images/954.png,"Rabsca is a teal, metallic, beetle-like Pokémon that perpetually floats upside down in the air. Its face is red, with a diamond-shaped nose, a white four-pointed star on its forehead, and long, prominent white hairs that extend past its body, resembling eyebrows and a mustache; the latter also somewhat resembles wings. Its eyes have pink sclerae and white pupils shaped like four-pointed stars, but they are usually closed. It has four limbs, each with three spike-like protruberances. It has four horn-like protrusions on its head, a zigzag pattern on its abdomen, and an elaborate pattern of red stripes on its back.
"
955,dataset/images/955.png,"Flittle is a small Pokémon resembling a bird chick, with a yellow body, large blue eyes with a lavender triangular mark between them, and a small lavender mouth. It has white frills on its head and both yellow and pink frills extending from its belly, which it uses to emit psychic energy. Its pointed feet are extremely small and appear to serve no use in movement, dangling from its body as it levitates above the ground.
"
956,dataset/images/956.png,"Espathra is a tall flightless avian Pokémon resembling an ostrich. Its face has large blue eyes with white irises. Instead of a beak, it has a pointed, elongated snout, which hides a tiny mouth located at the bottom. Espathra's head, neck, and legs are lavender in color, with brown stripes covering its neck and white stripes covering its legs and front toes. Espathra has two front toes and a single back toe on each foot.
"
957,dataset/images/957.png,"Tinkatink is a short, pink, humanoid Pokémon, with a relatively large head and arms compared to the rest of its body and stumpy toeless feet. Its arms have three fingers each, and it has what appears to be a pyramidal diamond-shaped steel plate on its torso. Its head has light pink circles on its cheeks, silver eyes, and a mouth with a square teeth-like growth on the lower lip. It has thin eyebrows or eyelashes above its eyes that give it a perpetually worried expression. On top of its head is a light pink cap with a white protrusion on top, resembling tied hair.
"
958,dataset/images/958.png,"Tinkatuff is a pink humanoid Pokémon, with a large head and arms and short, stumpy toeless feet with light pink circles underneath. Its arms have three fingers each, and it has steel plates on its hips that resemble outturned pockets. Its head has light pink circles on its cheeks, silver eyes, and a mouth with square teeth-like growths on the upper and lower lips. It has thin eyebrows or eyelashes above its eyes that give it a perpetually angered expression. On top of its head is a white growth resembling hair tied into a ponytail, with a light pink zigzag pattern on the rim where the growth meets the head.
"
959,dataset/images/959.png,"Tinkaton is a pink humanoid Pokémon, with large, white arms and short, stumpy toeless feet with light pink circles underneath. Its arms have five fingers each, with the thumbs having the same color of pink as the body. It has steel plates on its hips that resemble outturned pockets. Its face has silver eyes with thin eyelashes, and a large mouth with two square teeth-like growths on the upper lips. On top of its head is a large, pinkish-white growth resembling a twin-tail hairstyle, which droops over Tinkaton's back and has darker pink zigzag patterns accenting it.
"
960,dataset/images/960.png,"Wiglett is a long, white Pokémon that seems to be perpetually buried within the earth, leaving only its head and part of its body visible. It has beady dark blue eyes and a large, round, pink nose. Although Wiglett has a stated Pokédex height, it is unknown how long it really is underneath the sand, or what the rest of its body looks like.[1]
"
961,dataset/images/961.png,"Wugtrio is a long, red, three-bodied fish Pokémon that lives in a black spiky rock. Each body has a head with beady dark blue eyes and a large, round, white nose. Only Wugtrio's heads and parts of its bodies are seen; it is unknown what the rest of its body looks like inside of the rock.
"
962,dataset/images/962.png,"Bombirdier is a white avian Pokémon resembling a stork. It has black slanted eyes with black eyeliner-like markings around them, a long reddish pink beak with a rounded bump on the tip, and a small fan-like crest on the back of its head. It has a long neck and tall, thin, reddish pink legs, with three toes facing forward and one toe facing backward on each foot. Its claws are black, as are the feathers on the tips of its wings, on its lower body, and on the inside of its tail, which has a squared end.
"
963,dataset/images/963.png,"Finizen is a light blue cetacean Pokémon resembling a dolphin. It has a pale bluish white coloration on its underbelly that extends to its lower jaw and eyes, as well as on its dorsal fin. Its eyes have two-tone blue and pink pupils, and it has a short snout. On the sides of its body are pale bluish white wave patterns. It has a pair of pectoral fins and a split tailfin. Finizen has a ring of water around the base of its tail. 
"
964,dataset/images/964.png,"Zero Form Palafin is an cetacean Pokémon that resembles a dolphin. Its body is mainly light blue. Its underbelly and the underside of its fins are colored in a paler shade of light blue, which extends further to its lower jaw and around its eyes. The tip of its dorsal fin and the wave patterns on the sides of its body are white. It has eyes with two-tone blue and pink irises, a short snout, a pair of flippers, a blowhole atop its head, and a split tailfin with a single water ring surrounding the peduncle. Overall, it is almost identical to Finizen, its pre-evolved form, except for one single detail: a light pink heart-shaped mark on its chest, outlined by a slightly larger white one.  
"
965,dataset/images/965.png,"Varoom is an inorganic, metallic Pokémon, said to be created when an unknown Poison-type Pokémon enters and possesses an unused engine at a scrap-processing factory. Its front has a protrusion tipped with a shape somewhat resembling a skull; this shape contains a hole that resembles a frowning mouth. Its two yellow eyes are located on the sides of its body, and on its top is a tall block extending towards the back, with four black stripes decorating it. Its rear has a long exhaust pipe, tipped with a purple stain.
"
966,dataset/images/966.png,"Revavroom is an inorganic Pokémon resembling a car engine. Its metallic body has an atypical arrangement, with a singular yellow eye at the front and center. The front of Revavroom's body also has a few spikes to the left and right, along with a small hole resembling a frown located just below its eye, although this hole does not function as its mouth. On Revavroom's sides are eight cylinders, each one tipped with a purple stain. The two longest cylinders reach out towards the back and flare out at the ends; these cylinders function as the Pokémon's exhaust. The remaining six cylinders sit on top of the two long cylinders, with three on each one.
"
967,dataset/images/967.png,"Cyclizar is a green reptilian Pokémon resembling a lizard. Its head is mostly black, with a green coloration between its casque and lower jaw, along with orange circular cheeks. Its neck, paw pads, and tail are also black; the latter has a white tip. Its rear has a covering resembling a motorcycle seat, located at the base of its tail. On its throat is a black sac with a white inner coloring, resembling a rubber tire.
"
968,dataset/images/968.png,"Orthworm is a long, worm-like Pokémon with a six-segmented metal body. Its body is red on top and light orange on the bottom, except for its second segment, which is steel-colored. The first segment is its head, which contains its small, pale blue eyes and a large, toothless mouth. There are pairs of cyan ovals lining either side of its body from its third to fifth segments, while its second segment has three of such pairs. Parapodia-like tendrils can extend from the ovals on its second segment, which resemble simple fists. 
"
969,dataset/images/969.png,"Glimmet is a crystal plant-like Pokémon. It has a light purple body shaped like the stem of a plant, and its face is black with bright yellow eyes covered by a transparent cone. It has six dark blue crystal petals with light blue lines each around the head. The minerals inside of these petals are filled with crystallized poison.
"
970,dataset/images/970.png,"Glimmora is a coned flower Pokémon. It has three light green crystalline petals as a tail. The tail is connected to four light purple crystalline petals with light green lines each. The head is black with yellow eyes and a transparent black cone. The six-head crystalline petals are colored dark blue with light green lines and four light green rectangle shapes at the end of each petal.
"
971,dataset/images/971.png,"Greavard is a quadrupedal canine Pokémon whose body is covered in long, shaggy pale grey hair that reaches down to its legs. Its large snout peeks under the hair covering most of its head, and contains a black triangular nose and a wide, jagged mouth powerful enough to shatter bones.[1] Rather than having actual teeth, Greavard instead has serrated lips. It has stubby limbs and large round feet, and it has a slight waddle to its walk. Its rear has a thin wispy tail. On the top of its head is a protrusion resembling a candle, which burns with a small purplish-yellow light.
"
972,dataset/images/972.png,"Houndstone is a large, skeletal, canine Pokémon, reborn from a lovingly mourned deceased Pokémon. The top of its head and its humped back are covered in long, shaggy, whitish-gray fur that is a light purple color at the base, covering its eyes and its body. Its face has a large, protruding lower jaw, and its feet have three toes each. Below its fur, its legs and tail do not appear to be attached to a torso, instead floating in place relative to each other.
"
973,dataset/images/973.png,"Flamigo is an avian Pokémon resembling a flamingo. It is mostly pink, with a rounded body and wings, and a long serpentine neck that's usually tied into a knot at the base. It is said that Flamigo ties its neck into a knot to keep the energy inside its belly from escaping. When it unties its neck, Flamigo is able to attack by rapidly swinging its head. Flamigo also has tall thin white legs with webbed feet, a white face, a curved beak with a black tip, and yellow eyes with black pupils. Flamigo typically stands on one of its legs.
"
974,dataset/images/974.png,"Cetoddle is a white round cetacean Pokémon with large eyes, a large curved mouth, long fin-like forelimbs, a large tail, and two stubby legs. There are pink accents around its eyes, on its hands, below its feet, and on its tail; and it has a single horn on its forehead. When Cetoddle opens its mouth, a single rounded tooth can be seen on its lower jaw.
"
975,dataset/images/975.png,"Cetitan is a large cetacean Pokémon. It has a white piscine body with large forelimbs and legs, and pink accents around its eyes, forepaws, and tail. The tail has two pairs of fins protruding from either side. Cetitan also has a gray underside with circular white accents, as well as gray accents on its armpits, and two large gray claws on each foot. It has five horns: two on the top of its head, and three around its large, wavy mouth. The singular horn on its upper jaw allows it to gather ice energy and freeze its surroundings.[1] When Cetitan opens its mouth, rows of long, teeth-like plates can be seen lining its jaws.
"
976,dataset/images/976.png,"Veluza is a fishlike Pokémon with a gray body; pointy, translucent, bright magenta fins; and red eyes. It has thin blue lines running the length of its body from its eyes, and its mouth is typically open, displaying several sharp teeth. Veluza's fins extend underneath its flesh, to the center of its body; inside is also a row of diamond-shaped spikes similar to a backbone on either side, with three of these spikes being longer and protruding out from Veluza's flesh.
"
977,dataset/images/977.png,"Dondozo is a giant piscine Pokémon. Its body has three colors: light blue at the top; dark blue in the middle; and white on its belly, upper lip, and fins. It has a pair of pectoral fins and its rear half is flanked on either side by elongated anal fins, ending at a large, fan-like tail fin. On top of its head is a ring of six frills arranged in a circle: the two rightmost frills are much longer and end in flat tips, resembling a hachimaki, while the other four are shorter and rounded. It has three gills on either side of its body. Its face has a short protrusion resembling a nose, along with dark blue lips, a blue tongue, a pair of long barbels above its upper lip, and five barbels on its lower jaw, with one of them being longer and curled, located just below its lower lip. Dondozo's tongue is long and rectangular with two blocky protrusions below it, altogether resembling a sushi geta (wooden serving tray for sushi).
"
978,dataset/images/978.png,"Tatsugiri is a small piscine dragon Pokémon that comes in three forms. All forms share the same basic physiology, with two large eyes, long pectoral fins, a wavy dorsal fin, and a split tail fin. All forms also have a white throat sac, which resembles a bed of rice when inflated; Tatsugiri inflates its throat sac to camouflage itself. The major difference between each form of Tatsugiri is its colors and the poses it makes. Curly Form Tatsugiri is orange with darker orange splotches all over its body and a white underbelly, and it often assumes an upcurled stance. Droopy Form Tatsugiri is mostly a pinkish-red, with white colorations on its belly and fins; true to its name, it tends to droop on its throat sac. Stretchy Form Tatsugiri is a solid yellow, except for its white throat sac; it assumes a straight, horizontal pose. It is said that Tatsugiri's various forms are an adaptation to suit the preferences of its prey.
"
979,dataset/images/979.png,"Annihilape is a simian Pokémon with a round body that is situated on two thin legs with black shackles around its ankles. It is covered in shaggy grey fur that streams upward and fades to white as it seems to evaporate. Its shaggy ear fur usually hangs down but tends to stream upwards while Annihilape is in battle. Unlike Primeape and Mankey, Annihilape's skin is a dark grey. The metal shackle on its left arm is broken while it appears to have no shackle at all on the right arm. It is also able to greatly increase the size of its unshackled arm. Annihilape has three-fingered hands and two-toed feet. There are multiple throbbing veins on the left side of its face, with a large pink pig-like snout as well. Its eyes are red as if the creature were in an extreme rage.
"
980,dataset/images/980.png,"Clodsire is a quadrupedal, amphibious Pokémon, with a rounded body that is dark brown on the top and light brown on the bottom, forming a wave pattern in the middle. It has black beady eyes, a large mouth, and a pair of tiny nostrils. Its four legs are rounded and have three digits each. A short dorsal fin delineates its lower back and ends at its stout, bulbous tail. Clodsire shares many similarities with its non-Paldean relative, Quagsire.
"
